rangetime(ms),tag_ID,x(m),y(m),z(m),range0(m),range1(m),range2(m),range3(m),range4(m),range5(m),range6(m),range7(m),rx_pwr(dBm),accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,roll,pitch,yaw,
103210,Tag 0,2.976,1.785,0.344,4.36,3.80,5.08,4.91,null,null,null,null,null,-0.139,-0.321,9.939,-31.95,29.25,-33.9,0,0,0,-1.94,0.616,49.296,-0.139,-0.321,9.939,-0.005,-0.001,0.001,-31.950,29.250,-33.900,0.616,-1.940,49.296,
103322,Tag 0,2.957,1.788,0.350,4.45,3.81,5.13,4.93,null,null,null,null,null,-0.072,-0.469,9.915,-33.75,29.85,-36,0,0,0,-1.934,0.619,49.296,-0.072,-0.469,9.915,0.009,0.009,0.001,-33.750,29.850,-36.000,0.619,-1.934,49.296,
103434,Tag 0,2.974,1.795,0.325,4.39,3.81,5.11,4.89,null,null,null,null,null,-0.153,-0.464,9.819,-31.8,28.35,-34.2,0,0,0,-1.944,0.621,49.297,-0.153,-0.464,9.819,-0.002,-0.006,0.001,-31.800,28.350,-34.200,0.621,-1.944,49.297,
103546,Tag 0,2.972,1.812,0.330,4.46,3.80,4.52,4.94,null,null,null,null,null,0.072,-0.287,9.862,-33,30.3,-33,0,0,0,-1.954,0.607,49.3,0.072,-0.287,9.862,0.007,-0.001,-0.002,-33.000,30.300,-33.000,0.607,-1.954,49.300,
103658,Tag 0,3.007,1.983,0.472,4.41,3.85,5.11,4.89,null,null,null,null,null,-0.12,-0.368,9.877,-32.55,30.6,-35.55,0,0,0,-1.946,0.603,49.301,-0.120,-0.368,9.877,0.000,0.004,0.003,-32.550,30.600,-35.550,0.603,-1.946,49.301,
103771,Tag 0,2.982,1.834,0.327,4.41,3.79,5.07,4.87,null,null,null,null,null,-0.124,-0.359,9.833,-33.3,29.1,-34.2,0,0,0,-1.949,0.599,49.301,-0.124,-0.359,9.833,-0.001,-0.001,0.002,-33.300,29.100,-34.200,0.599,-1.949,49.301,
103883,Tag 0,3.005,1.858,0.350,4.39,3.88,5.13,4.92,null,null,null,null,null,-0.225,-0.335,9.9,-33.3,29.85,-36,0,0,0,-1.952,0.596,49.301,-0.225,-0.335,9.900,-0.002,0.001,-0.001,-33.300,29.850,-36.000,0.596,-1.952,49.301,
103995,Tag 0,2.967,1.830,0.316,4.36,3.85,5.12,4.87,null,null,null,null,null,-0.211,-0.445,9.786,-31.95,27.3,-33.9,0,0,0,-1.968,0.597,49.304,-0.211,-0.445,9.786,0.002,-0.001,-0.003,-31.950,27.300,-33.900,0.597,-1.968,49.304,
104107,Tag 0,2.953,1.821,0.315,4.39,3.84,4.41,4.85,null,null,null,null,null,0.01,-0.321,9.948,-33,29.1,-34.5,0,0,0,-1.969,0.593,49.304,0.010,-0.321,9.948,-0.004,0.001,0.000,-33.000,29.100,-34.500,0.593,-1.969,49.304,
104219,Tag 0,2.947,1.996,0.468,4.39,null,4.86,4.90,null,null,null,null,null,-0.182,-0.278,9.886,-31.8,29.85,-34.2,0,0,0,-1.969,0.593,49.304,-0.182,-0.278,9.886,0.001,0.000,-0.002,-31.800,29.850,-34.200,0.593,-1.969,49.304,
104331,Tag 0,2.813,1.950,0.235,4.44,null,5.12,4.86,null,null,null,null,null,-0.105,-0.359,9.8,-32.4,30.45,-34.35,0,0,0,-1.974,0.585,49.304,-0.105,-0.359,9.800,0.006,0.001,-0.003,-32.400,30.450,-34.350,0.585,-1.974,49.304,
